car_reg,purchase_date,county,make,model,type,colour,tax_band,price
181-d-551,12 Jan,DUBLIN,Opel : Grandland X,,SUV,ORANGE,2,29505
191-d-4152,17 Feb,DUBLIN,Audi : A4,,Saloon,WHITE,2,51513
181-W-4704,2018-Mar-11,,toyota,CAMERY,Saloon,#FF0000,B,39879
192-L-3084,2019-Sep-05,,BMW,X3,SUV,Red,C,117966
181-L-2948,2018-Mar-18,Limerick,ford,focus : estate,,<colour>White</colour>,A,45457
181-D-74,2018-Jan-02,,Ford,Fiesta,Hatchback,White,A,27960
181-w-1474,12 Mar,WATERFORD,Mazda : Mazda6,,Saloon,BLUE,2,39180
192-d-1629,14 Jul,DUBLIN,Mazda : CX-30,,SUV,ORANGE,2,29495
201-L-3473,2020-Mar-18,Limerick,mercedes,a-class : hatchback,,<colour>Silver</colour>,B,35772
XXX-X-1417,2018-07-11,Limerick,Ford : Focus (Hatchback),,,red,a,31555
202-c-4568,07 Sep,CORK,Opel : Crossland X,,SUV,ORANGE,1,27709
192-C-819,2019-Jul-23,Cork,opel,crossland x : suv,,<colour>White</colour>,A,22559
XXX-X-4106,2018-07-27,Dublin,Toyota : Camery (Saloon),,,white,b,42470
191-g-757,16 Mar,GALWAY,Audi : A6,,Saloon,WHITE,3,70144
191-d-2521,19 Mar,DUBLIN,Mazda : Mazda3,,Saloon,WHITE,2,34453
191-g-838,12 Mar,GALWAY,Audi : A6,,Estate,BLUE,3,67114
XXX-X-4872,2020-07-25,Cork,Toyota : Corolla (Hatchback),,,white,b,33016
181-d-2360,21 Jan,DUBLIN,Mazda : CX-30,,SUV,ORANGE,2,30109
192-L-1733,2019-Jul-21,Limerick,ford,mondeo : saloon,,<colour>White</colour>,B,36262
181-D-4923,2018-Feb-27,,Audi,Q3,SUV,White,B,53897
XXX-X-3527,2020-01-26,Limerick,Mercedes : A-Class (Saloon),,,white,b,39068
XXX-X-592,2019-01-14,Dublin,Ford : Mondeo (Saloon),,,white,b,38968
192-D-4935,2019-Aug-24,,Mazda,CX-30,SUV,Red,B,35443
XXX-X-4367,2018-01-12,Dublin,Opel : Corsa (Hatchback),,,silver,a,17307
201-W-3511,2020-Jan-23,,Mazda,Mazda6,Saloon,White,B,36806
201-W-2111,2020-Feb-03,,Toyota,Prius,Hatchback,Blue,B,34939
201-G-3497,2020-Jan-10,Galway,opel,grandland x : suv,,<colour>Silver</colour>,B,37991
181-d-2171,02 Feb,DUBLIN,Mazda : Mazda3,,Saloon,BLUE,2,36118
182-D-3218,2018-Sep-23,Dublin,opel,corsa : hatchback,,<colour>Blue</colour>,A,19568
191-g-677,06 Mar,GALWAY,Opel : Grandland X,,SUV,RED,2,51129
192-G-1079,2019-Jul-22,,mazda,MAZDA3,Hatchback,#0000FF,B,36967
201-d-3621,15 Jan,DUBLIN,Mazda : Mazda6,,Saloon,WHITE,2,44374
182-W-2521,2018-Sep-08,,ford,MONDEO,Saloon,#FFFFFF,B,36354
201-c-1090,18 Apr,CORK,BMW : 3 Series,,Saloon,BLUE,2,69653
XXX-X-3140,2018-10-13,Dublin,Mercedes : C-Class (Saloon),,,blue,b,94639
191-L-277,2019-Jan-17,,mazda,MAZDA6,Saloon,#FF0000,B,46050
XXX-X-2374,2018-07-23,Waterford,Ford : Focus (Hatchback),,,white,a,40699
181-C-1741,2018-Mar-08,Cork,mercedes,c-class : saloon,,<colour>Red</colour>,B,64489
181-D-1356,2018-May-12,Dublin,ford,mondeo : hatchback,,<colour>Red</colour>,B,34477
191-c-283,08 Jan,CORK,Opel : Grandland X,,SUV,RED,2,53167
191-G-2738,2019-Mar-13,,Opel,Crossland X,SUV,White,A,23457
202-D-4370,2020-Jul-05,,Toyota,Corolla,Saloon,Red,B,31363
181-D-1503,2018-Jan-21,,Opel,Corsa,Hatchback,White,A,17477
181-D-4216,2018-Jan-17,,Toyota,Camery,Saloon,White,B,41280
XXX-X-4358,2020-02-16,Cork,BMW : 3 Series (Estate),,,blue,b,49073
191-l-57,11 Mar,LIMERICK,Opel : Grandland X,,SUV,WHITE,2,43129
201-C-920,2020-May-18,Cork,mercedes,c-class : saloon,,<colour>White</colour>,B,68785
191-D-3818,2019-Jan-06,,Audi,A6,Saloon,Red,C,89621
181-G-793,2018-Jan-11,,ford,MONDEO,Saloon,#0000FF,B,40146
192-D-4985,2019-Jul-04,,mazda,CX-5,SUV,#FF0000,B,41553
201-D-1994,2020-Mar-04,,mazda,CX-30,SUV,#0000FF,B,38729
XXX-X-1507,2019-01-20,Dublin,Opel : Corsa (Hatchback),,,blue,a,21837
181-L-4019,2018-Feb-01,Limerick,toyota,corolla : saloon,,<colour>White</colour>,B,30109
191-W-2210,2019-Jan-02,,Mazda,Mazda3,Saloon,Silver,B,33859
181-C-892,2018-Feb-14,,Toyota,Yaris,Hatchback,White,A,15276
192-d-496,25 Jul,DUBLIN,Ford : Focus,,Hatchback,WHITE,1,24734
XXX-X-280,2019-07-17,Dublin,Audi : A4 (Estate),,,blue,b,53252
182-C-4579,2018-Jul-25,Cork,toyota,corolla : saloon,,<colour>Silver</colour>,B,28350
181-C-2263,2018-Mar-10,Cork,ford,fiesta : hatchback,,<colour>White</colour>,A,26593
191-d-3018,05 Feb,DUBLIN,Mazda : Mazda3,,Hatchback,BLUE,2,35666
192-w-1646,11 Jul,WATERFORD,Toyota : Corolla,,Hatchback,SILVER,2,29670
181-g-3743,11 Feb,GALWAY,Opel : Astra,,Hatchback,WHITE,1,30702
181-D-2549,2018-Feb-10,,Opel,Insignia,Hatchback,White,B,31821
XXX-X-3219,2020-04-03,Cork,Mazda : CX-5 (SUV),,,white,b,40884
201-D-541,2020-Jan-15,Dublin,mazda,mazda3 : hatchback,,<colour>Silver</colour>,B,28601
191-c-2332,15 Mar,CORK,Opel : Astra,,Hatchback,WHITE,1,29070
202-D-419,2020-Sep-06,,toyota,CAMERY,Saloon,#C0C0C0,B,40766
XXX-X-4346,2018-01-13,Limerick,BMW : 2 series (Coupe),,,white,b,97200
201-l-2605,11 Feb,LIMERICK,Mercedes : A-Class,,Saloon,WHITE,2,50043
201-D-2435,2020-May-27,,Mazda,CX-5,SUV,Red,B,48942
XXX-X-1278,2019-01-27,Dublin,BMW : 3 Series (Hatchback),,,blue,c,61031
181-L-594,2018-Feb-11,Limerick,mercedes,a-class : hatchback,,<colour>Silver</colour>,B,32160
191-W-366,2019-Jan-10,,ford,MONDEO,Hatchback,#C0C0C0,B,39592
XXX-X-130,2020-03-17,Dublin,Toyota : Corolla (Hatchback),,,red,b,28687
201-L-1626,2020-Jan-07,,BMW,3 Series,Saloon,White,B,65821
XXX-X-2411,2019-01-17,Waterford,Ford : Focus (Hatchback),,,red,a,39257
202-C-4826,2020-Jul-05,,Mercedes,A-Class,Hatchback,Blue,B,52003
201-D-3077,2020-Feb-23,,Opel,Insignia,Hatchback,White,B,37883
181-C-1428,2018-Jan-10,Cork,ford,focus : estate,,<colour>White</colour>,A,27080
191-W-3068,2019-Jan-05,Waterford,mazda,mazda6 : saloon,,<colour>Orange</colour>,B,44583
XXX-X-4588,2019-03-07,Waterford,Ford : Focus (Estate),,,silver,a,37672
XXX-X-3935,2019-02-25,Dublin,Mercedes : A-Class (Hatchback),,,blue,b,60129
192-d-3346,21 Jul,DUBLIN,BMW : 5 Series,,Estate,RED,3,59427
202-C-1796,2020-Jul-09,Cork,mazda,mazda6 : estate,,<colour>Silver</colour>,B,42336
191-L-1277,2019-Feb-16,,Audi,A4,Estate,Silver,B,45454
181-d-1981,15 Mar,DUBLIN,Audi : A4,,Estate,RED,2,42232
XXX-X-4255,2019-03-22,Dublin,Mazda : CX-5 (SUV),,,blue,b,38388
191-D-378,2019-Jan-24,,BMW,3 Series,Saloon,Silver,B,70413
192-D-3858,2019-Jul-21,,toyota,RAV4,SUV,#0000FF,B,48716
XXX-X-1132,2020-07-17,Cork,Toyota : Yaris (Hatchback),,,white,a,15362
XXX-X-720,2020-02-20,Dublin,Opel : Crossland X (SUV),,,white,a,25212
181-W-1784,2018-Jan-01,,Audi,Q3,SUV,White,B,41806
181-c-4862,17 Feb,CORK,Ford : Mondeo,,Hatchback,WHITE,2,37752
201-L-2950,2020-Jan-08,,Mazda,Mazda6,Estate,Blue,B,40090
XXX-X-449,2020-03-17,Dublin,Ford : Kuga (SUV),,,blue,b,39449
191-D-925,2019-Mar-26,Dublin,bmw,x3 : suv,,<colour>White</colour>,C,84899
202-D-3755,2020-Jul-27,,audi,A4,Saloon,#0000FF,B,53253
191-G-2352,2019-Jan-27,,opel,ASTRA,Estate,#FFFFFF,B,26114
181-C-3924,2018-Feb-14,,Opel,Crossland X,SUV,White,A,22187
181-L-3890,2018-Feb-19,,Mercedes,A-Class,Saloon,Blue,B,43094
201-W-3147,2020-Jan-02,,opel,CORSA,Hatchback,#FFFFFF,A,18100
191-D-1661,2019-Mar-20,,Mercedes,C-Class,Estate,Blue,B,101632
182-D-771,2018-Jul-18,,Ford,Focus,Estate,White,A,32528
201-L-1012,2020-Jan-12,,audi,Q3,SUV,#FFFFFF,B,46029
191-l-1153,12 Feb,LIMERICK,BMW : 2 series,,Coupe,WHITE,2,83764
192-G-4628,2019-Jul-18,,Mercedes,C-Class,Saloon,White,B,45147
191-C-1397,2019-Apr-04,,Opel,Crossland X,SUV,Silver,A,24076
XXX-X-2271,2018-01-15,Limerick,Mercedes : A-Class (Hatchback),,,white,b,51721
XXX-X-4956,2019-01-11,Limerick,BMW : 3 Series (Saloon),,,white,b,42690
201-D-1696,2020-Feb-27,Dublin,toyota,rav4 : suv,,<colour>Red</colour>,B,40772
XXX-X-4708,2019-01-16,Dublin,Toyota : Corolla (Saloon),,,blue,b,30545
201-C-498,2020-Apr-18,Cork,audi,a4 : saloon,,<colour>White</colour>,B,56165
181-D-3232,2018-Mar-26,,opel,CORSA,Hatchback,#FFFFFF,A,20959
192-g-2912,22 Jul,GALWAY,Toyota : Corolla,,Saloon,SILVER,2,29176
XXX-X-163,2018-07-19,Cork,Opel : Astra (Hatchback),,,blue,a,25653
XXX-X-938,2020-05-10,Galway,Mazda : Mazda3 (Saloon),,,white,b,32455
191-G-4419,2019-Jan-05,Galway,opel,insignia : hatchback,,<colour>Red</colour>,B,30154
191-C-2041,2019-Feb-24,,ford,FIESTA,Hatchback,#0000FF,A,23415
182-L-268,2018-Jul-15,,ford,MONDEO,Hatchback,#FFFFFF,B,31048
XXX-X-1634,2019-01-03,Galway,Ford : Mustang (Coupe),,,orange,c,60590
XXX-X-3531,2020-02-23,Waterford,Opel : Astra (Hatchback),,,white,a,28122
XXX-X-3752,2018-07-25,Cork,Mercedes : A-Class (Saloon),,,blue,b,51364
XXX-X-926,2018-03-13,Cork,BMW : 2 series (Coupe),,,white,b,44560
192-D-4094,2019-Oct-10,,Opel,Crossland X,SUV,Blue,A,27075
182-d-156,02 Jul,DUBLIN,Mazda : Mazda3,,Saloon,BLUE,2,31893
XXX-X-1429,2019-03-07,Galway,Mazda : CX-30 (SUV),,,blue,b,36148
181-w-2648,13 Mar,WATERFORD,Mercedes : C-Class,,Saloon,WHITE,2,115132
191-G-2495,2019-Jan-19,Galway,opel,grandland x : suv,,<colour>Blue</colour>,B,40169
191-D-270,2019-Mar-15,Dublin,ford,mondeo : hatchback,,<colour>White</colour>,B,36826
XXX-X-4919,2018-01-27,Cork,Toyota : Camery (Saloon),,,red,b,39639
182-d-940,02 Jul,DUBLIN,Opel : Astra,,Estate,SILVER,2,26517
XXX-X-2406,2019-02-17,Cork,Toyota : Yaris (Hatchback),,,red,a,16417
201-L-248,2020-Feb-21,,Mazda,Mazda3,Hatchback,White,B,31129
191-d-515,27 Jan,DUBLIN,Audi : A6,,Estate,BLUE,3,81749
201-D-4595,2020-Jan-14,,Mazda,CX-30,SUV,Orange,B,39534
191-D-4939,2019-Mar-22,Dublin,bmw,3 series : saloon,,<colour>Red</colour>,B,51516
201-c-2046,04 Feb,CORK,Toyota : Rav4,,SUV,RED,2,49374
191-D-2042,2019-Apr-11,,mercedes,A-CLASS,Hatchback,#FFFFFF,B,56178
181-G-1176,2018-Jan-07,Galway,audi,a4 : estate,,<colour>White</colour>,B,53178
201-D-2282,2020-Jan-04,,Opel,Corsa,Hatchback,White,A,21433
201-G-3024,2020-Jan-24,,mazda,MAZDA6,Saloon,#C0C0C0,B,38255
201-c-3644,19 Jan,CORK,Mazda : Mazda3,,Hatchback,BLUE,2,28999
191-D-3565,2019-Jan-10,,Mercedes,A-Class,Saloon,White,B,61535
181-C-3661,2018-Mar-16,,Toyota,Camery,Saloon,Silver,B,40647
201-D-1298,2020-Mar-26,Dublin,bmw,x3 : suv,,<colour>Red</colour>,C,75916
XXX-X-1264,2018-07-26,Limerick,Mazda : Mazda3 (Hatchback),,,orange,b,31993
191-D-4078,2019-Jan-16,,toyota,COROLLA,Hatchback,#FFA500,B,33029
XXX-X-491,2020-07-23,Galway,Toyota : Yaris (Hatchback),,,white,a,19583
201-L-3237,2020-Jan-06,Limerick,mazda,mazda6 : estate,,<colour>Red</colour>,B,43770
XXX-X-3056,2018-05-23,Cork,Ford : Mondeo (Hatchback),,,red,b,36288
191-D-1566,2019-Mar-24,,bmw,2 SERIES,Coupe,#FFFFFF,B,53101
191-C-1362,2019-Jan-09,Cork,mercedes,c-class : saloon,,<colour>Blue</colour>,B,99992
191-L-2809,2019-Feb-23,,toyota,COROLLA,Hatchback,#FF0000,B,27365
192-C-2998,2019-Jul-26,,Toyota,Rav4,SUV,White,B,49424
181-D-1019,2018-Jan-06,,Mazda,CX-30,SUV,White,B,37487
XXX-X-4757,2019-01-10,Cork,Toyota : Prius (Hatchback),,,orange,b,36747
181-W-1039,2018-May-27,,Ford,Mustang,Coupe,Silver,C,63736
181-d-3403,18 Feb,DUBLIN,Toyota : Prius,,Hatchback,BLUE,2,36076
181-D-1436,2018-Mar-24,,Toyota,Rav4,SUV,White,B,44655
201-G-4482,2020-Jan-05,Galway,toyota,yaris : hatchback,,<colour>Silver</colour>,A,19108
202-d-3495,13 Jul,DUBLIN,Mazda : Mazda3,,Saloon,SILVER,2,35050
XXX-X-1925,2018-01-08,Dublin,Toyota : Corolla (Hatchback),,,white,b,32858
202-d-4844,11 Sep,DUBLIN,Opel : Grandland X,,SUV,BLUE,2,32560
XXX-X-869,2019-08-16,Cork,Mazda : CX-5 (SUV),,,blue,b,40624
201-L-477,2020-Jan-03,,bmw,2 SERIES,Coupe,#FFFFFF,B,95995
XXX-X-2051,2018-03-05,Limerick,Toyota : Rav4 (SUV),,,white,b,40016
201-D-3590,2020-May-05,,Mercedes,GLC-Class,SUV,White,C,112948
201-C-4746,2020-Feb-26,,toyota,COROLLA,Saloon,#FFFFFF,B,29254
182-w-4698,02 Jul,WATERFORD,Mercedes : A-Class,,Hatchback,WHITE,2,62141
201-D-179,2020-Jan-21,,BMW,3 Series,Estate,Blue,B,67131
201-l-3055,13 Feb,LIMERICK,Mazda : Mazda6,,Estate,RED,2,37733
191-w-1908,08 Mar,WATERFORD,Ford : Fiesta,,Hatchback,WHITE,1,25363
181-D-2835,2018-Feb-08,,Mazda,Mazda6,Saloon,White,B,38783
192-D-1077,2019-Sep-26,,BMW,X3,SUV,Blue,C,67147
201-L-4444,2020-Feb-06,Limerick,mazda,mazda3 : hatchback,,<colour>Orange</colour>,B,35574
XXX-X-2974,2020-03-17,Cork,Ford : Kuga (SUV),,,blue,b,36348
191-W-4434,2019-Apr-25,Waterford,mazda,mazda6 : saloon,,<colour>White</colour>,B,43843
201-C-1420,2020-Jan-07,,Opel,Astra,Hatchback,Blue,A,32487
202-c-1610,25 Jul,CORK,Mazda : Mazda3,,Saloon,SILVER,2,33630
182-D-1345,2018-Jul-23,Dublin,opel,insignia : hatchback,,<colour>White</colour>,B,36749
201-l-785,10 Feb,LIMERICK,Opel : Insignia,,Hatchback,WHITE,2,29541
181-C-815,2018-Feb-16,Cork,mercedes,a-class : hatchback,,<colour>Blue</colour>,B,33547
182-D-4494,2018-Jul-19,Dublin,toyota,camery : saloon,,<colour>Red</colour>,B,42166
192-D-4615,2019-Jul-06,,ford,FOCUS,Hatchback,#FFFFFF,A,40872
XXX-X-1685,2018-03-05,Galway,Opel : Corsa (Hatchback),,,white,a,24561
201-D-1843,2020-Jan-09,,Mazda,Mazda6,Saloon,White,B,33851
181-g-4961,19 Mar,GALWAY,BMW : 3 Series,,Estate,WHITE,2,64790
XXX-X-1136,2018-01-11,Waterford,Toyota : Yaris (Hatchback),,,white,a,19854
XXX-X-2608,2018-01-20,Dublin,Mercedes : A-Class (Hatchback),,,red,b,55042
182-g-3183,05 Jul,GALWAY,Audi : Q3,,SUV,WHITE,2,46464
192-D-4620,2019-Oct-01,,opel,INSIGNIA,Hatchback,#FF0000,B,36623
191-L-2279,2019-Jan-12,,Audi,Q3,SUV,Silver,B,41749
XXX-X-2465,2020-01-08,Dublin,Mazda : CX-5 (SUV),,,white,b,51134
201-d-3775,27 Jan,DUBLIN,Opel : Astra,,Estate,WHITE,2,26314
201-W-1170,2020-Apr-17,,Mazda,Mazda3,Hatchback,White,B,36375
181-d-4991,02 May,DUBLIN,Audi : Q3,,SUV,WHITE,2,49656
XXX-X-591,2020-03-01,Dublin,Opel : Astra (Estate),,,red,b,25720
202-W-664,2020-Aug-12,Waterford,mercedes,a-class : saloon,,<colour>White</colour>,B,47998
192-C-2113,2019-Jul-10,,Toyota,Corolla,Hatchback,White,B,33635
181-g-4621,17 Mar,GALWAY,Mercedes : C-Class,,Estate,SILVER,2,89856
191-L-2105,2019-Feb-17,,opel,GRANDLAND X,SUV,#FFA500,B,37268
191-C-601,2019-Jan-07,,Toyota,Rav4,SUV,White,B,36568
191-D-4703,2019-Feb-22,,toyota,YARIS,Hatchback,#FFFFFF,A,16494
202-D-2596,2020-Jul-12,,audi,A6,Saloon,#FFFFFF,C,55087
XXX-X-3617,2019-02-25,Galway,Toyota : Rav4 (SUV),,,white,b,43740
181-D-1119,2018-Jan-13,Dublin,mazda,mazda3 : saloon,,<colour>Silver</colour>,B,34649
181-C-2908,2018-Jan-04,Cork,mazda,mazda6 : estate,,<colour>White</colour>,B,37467
202-D-3795,2020-Jul-04,,BMW,3 Series,Hatchback,Orange,C,52370
XXX-X-2969,2020-06-17,Waterford,Ford : Mondeo (Hatchback),,,blue,b,35738
201-C-4638,2020-Mar-23,Cork,opel,crossland x : suv,,<colour>White</colour>,A,24350
191-g-2380,12 Feb,GALWAY,Ford : Focus,,Hatchback,RED,1,35824
192-c-4234,16 Nov,CORK,Mercedes : C-Class,,Estate,WHITE,2,74353
191-L-2449,2019-Feb-27,Limerick,mercedes,c-class : saloon,,<colour>White</colour>,B,79835
XXX-X-3449,2019-07-23,Galway,Toyota : Corolla (Hatchback),,,red,b,30145
182-c-1628,03 Jul,CORK,Ford : Mondeo,,Saloon,RED,2,40494
181-L-456,2018-Jan-26,,Mazda,Mazda3,Hatchback,Red,B,29661
181-D-1759,2018-Mar-08,,Audi,Q3,SUV,Silver,B,51358
191-L-3540,2019-Mar-15,,Audi,A6,Saloon,White,C,79001
191-C-2635,2019-May-15,Cork,bmw,2 series : coupe,,<colour>Blue</colour>,B,44370
XXX-X-85,2019-10-06,Dublin,Opel : Astra (Hatchback),,,silver,a,30224
XXX-X-3808,2019-01-27,Galway,Mazda : Mazda3 (Hatchback),,,red,b,36885
191-L-1045,2019-Jan-16,Limerick,audi,q7 : suv,,<colour>White</colour>,D,89119
181-C-2446,2018-Mar-20,,Opel,Corsa,Hatchback,White,A,19213
191-G-4594,2019-Mar-24,Galway,toyota,corolla : hatchback,,<colour>Blue</colour>,B,27997
191-c-4768,01 Mar,CORK,Ford : Fiesta,,Hatchback,SILVER,1,28016
191-D-1162,2019-Jan-21,,ford,FOCUS,Estate,#FFFFFF,A,27530
191-w-4829,11 Jan,WATERFORD,Mazda : Mazda6,,Estate,RED,2,41576
202-d-3944,23 Jul,DUBLIN,Ford : Fiesta,,Hatchback,RED,1,26017
202-L-4739,2020-Jul-14,Limerick,toyota,prius : hatchback,,<colour>Red</colour>,B,34230
XXX-X-2604,2020-03-02,Dublin,BMW : 3 Series (Hatchback),,,blue,c,57864
XXX-X-952,2020-04-20,Galway,Opel : Insignia (Hatchback),,,silver,b,36619
XXX-X-1226,2019-07-14,Limerick,Audi : Q3 (SUV),,,white,b,45751
202-c-4498,24 Jul,CORK,Audi : Q3,,SUV,BLUE,2,52568
181-W-3830,2018-Mar-07,Waterford,mercedes,c-class : estate,,<colour>Silver</colour>,B,74542
182-W-1480,2018-Jul-05,,BMW,3 Series,Hatchback,White,C,54593
XXX-X-816,2020-11-24,Cork,Ford : Focus (Hatchback),,,blue,a,39821
XXX-X-4942,2018-07-11,Galway,Audi : A4 (Estate),,,red,b,43388
181-D-2294,2018-Jan-08,,Toyota,Yaris,Hatchback,White,A,15147
182-G-2399,2018-Jul-27,,Toyota,Prius,Hatchback,Silver,B,36535
181-l-3727,03 Jan,LIMERICK,Toyota : Corolla,,Saloon,RED,2,31075
192-D-3198,2019-Jul-26,,Opel,Crossland X,SUV,Blue,A,26437
182-L-4627,2018-Aug-16,,Mercedes,A-Class,Hatchback,Silver,B,31694
XXX-X-1160,2019-05-24,Dublin,Opel : Insignia (Hatchback),,,blue,b,31408
181-w-3452,21 Jan,WATERFORD,Toyota : Yaris,,Hatchback,WHITE,1,15408
XXX-X-3741,2019-02-13,Limerick,Ford : Focus (Estate),,,white,a,37864
XXX-X-869,2020-07-18,Dublin,Mazda : CX-30 (SUV),,,white,b,42659
192-c-839,24 Jul,CORK,Mazda : Mazda3,,Saloon,WHITE,2,37862
XXX-X-1195,2020-04-06,Dublin,BMW : 3 Series (Hatchback),,,silver,c,61937
191-D-3972,2019-Jan-01,,Toyota,Camery,Saloon,White,B,42269
202-L-3274,2020-Aug-03,,Audi,A4,Estate,White,B,49211
192-G-227,2019-Sep-24,,Opel,Corsa,Hatchback,Red,A,24951
202-c-2954,26 Jul,CORK,Opel : Crossland X,,SUV,RED,1,26342
182-D-4574,2018-Jul-09,,Mazda,Mazda3,Saloon,Silver,B,36202
181-C-2927,2018-Feb-11,,Mazda,Mazda3,Hatchback,Red,B,29847
XXX-X-4414,2019-07-04,Dublin,Mercedes : C-Class (Saloon),,,silver,b,60705
191-l-4222,04 Jan,LIMERICK,Mazda : Mazda6,,Saloon,SILVER,2,42906
191-d-2974,08 Feb,DUBLIN,Audi : A6,,Saloon,SILVER,3,81502
201-c-107,12 Jan,CORK,Mercedes : A-Class,,Hatchback,RED,2,60921
181-d-1436,12 Feb,DUBLIN,Opel : Astra,,Hatchback,WHITE,1,32821
181-D-344,2018-Jan-14,,Mazda,Mazda3,Saloon,White,B,30380
181-d-2857,21 Mar,DUBLIN,Mazda : Mazda6,,Saloon,RED,2,44626
201-D-4494,2020-Jan-20,,Mazda,Mazda6,Saloon,White,B,44972
201-C-4220,2020-Jan-15,,toyota,COROLLA,Hatchback,#C0C0C0,B,30397
XXX-X-1776,2018-03-05,Limerick,Mercedes : A-Class (Hatchback),,,red,b,61956
181-C-3502,2018-Jan-14,Cork,mercedes,a-class : hatchback,,<colour>White</colour>,B,38042
181-L-4070,2018-Feb-27,Limerick,audi,a4 : estate,,<colour>White</colour>,B,49379
182-C-4012,2018-Jul-10,,Audi,A4,Estate,Blue,B,53760
191-c-2888,01 Feb,CORK,Ford : Focus,,Estate,BLUE,1,28308
191-L-1370,2019-Jan-24,,Ford,Mustang,Coupe,Blue,C,72233
181-C-3708,2018-Apr-14,,mazda,MAZDA6,Estate,#0000FF,B,43402
191-C-1430,2019-Apr-09,,Ford,Mustang,Coupe,Silver,C,50927
201-D-4382,2020-Jan-15,,opel,CORSA,Hatchback,#0000FF,A,20633
181-d-4186,12 Jan,DUBLIN,Toyota : Corolla,,Hatchback,WHITE,2,32504
201-w-4311,02 Jan,WATERFORD,Ford : Focus,,Hatchback,WHITE,1,32641
181-d-669,05 Jun,DUBLIN,Toyota : Corolla,,Hatchback,ORANGE,2,30766
201-D-4567,2020-Jun-19,,audi,Q3,SUV,#FFFFFF,B,48811
XXX-X-4588,2019-07-25,Dublin,Ford : Mondeo (Saloon),,,blue,b,36350
181-L-115,2018-Mar-08,,Ford,Kuga,SUV,Red,B,34623
182-W-236,2018-Jul-06,,Ford,Kuga,SUV,White,B,47299
202-G-2367,2020-Jul-04,,Mazda,CX-30,SUV,White,B,31491
202-c-2147,17 Jul,CORK,Toyota : Prius,,Hatchback,RED,2,35482
201-D-3699,2020-Mar-12,,BMW,3 Series,Saloon,Red,B,68926
XXX-X-2747,2020-07-26,Dublin,Audi : Q3 (SUV),,,white,b,42545
201-C-4365,2020-Jan-27,,ford,FOCUS,Hatchback,#0000FF,A,41373
202-l-1863,02 Jul,LIMERICK,Mazda : Mazda3,,Hatchback,BLUE,2,28636
192-C-1870,2019-Jul-19,,Ford,Focus,Hatchback,White,A,41744
201-L-4083,2020-Jan-11,Limerick,mercedes,a-class : saloon,,<colour>White</colour>,B,38618
182-w-2767,27 Aug,WATERFORD,Audi : A4,,Saloon,WHITE,2,50254
192-G-1484,2019-Jul-09,Galway,mazda,cx-5 : suv,,<colour>Silver</colour>,B,31995
191-g-2411,06 Jan,GALWAY,BMW : 3 Series,,Hatchback,RED,3,50290
201-d-2946,18 Feb,DUBLIN,Mazda : Mazda3,,Saloon,WHITE,2,35766
191-c-3251,08 Mar,CORK,Audi : A6,,Estate,SILVER,3,79334
182-D-2708,2018-Jul-23,,mazda,CX-5,SUV,#FF0000,B,49841
XXX-X-4646,2019-05-15,Waterford,Ford : Focus (Hatchback),,,white,a,37843
192-d-2846,17 Sep,DUBLIN,Audi : Q3,,SUV,BLUE,2,46873
182-l-1925,11 Jul,LIMERICK,Ford : Focus,,Hatchback,WHITE,1,32034
XXX-X-2607,2019-01-21,Dublin,Mazda : Mazda6 (Estate),,,white,b,39625
181-D-501,2018-Feb-08,,Mazda,CX-5,SUV,White,B,33839
181-C-2748,2018-Jan-10,,Toyota,Yaris,Hatchback,Red,A,18007
202-W-528,2020-Jul-21,,Audi,A6,Saloon,Red,C,57430
202-G-720,2020-Jul-08,,Mercedes,C-Class,Estate,Silver,B,92763
192-w-2250,13 Jul,WATERFORD,Mazda : Mazda3,,Hatchback,SILVER,2,30453
202-c-4665,23 Aug,CORK,Toyota : Prius,,Hatchback,WHITE,2,36334
182-D-4027,2018-Sep-01,Dublin,audi,a6 : estate,,<colour>White</colour>,C,68446
191-d-2623,06 Jun,DUBLIN,Mercedes : C-Class,,Estate,RED,2,119325
191-D-4258,2019-Apr-12,Dublin,mazda,cx-30 : suv,,<colour>White</colour>,B,40027
182-L-2261,2018-Jul-27,Limerick,mazda,mazda6 : saloon,,<colour>Silver</colour>,B,42521
191-W-2373,2019-Mar-22,,Opel,Insignia,Hatchback,Blue,B,30107
191-G-1008,2019-Mar-20,,toyota,CAMERY,Saloon,#FFFFFF,B,39097
201-c-474,18 Jan,CORK,Mazda : Mazda3,,Saloon,BLUE,2,37421
182-C-1636,2018-Jul-07,,BMW,2 series,Coupe,Silver,B,42821
202-W-4760,2020-Jul-05,,Opel,Astra,Hatchback,White,A,29238
191-D-833,2019-Jan-10,,Mazda,Mazda6,Saloon,Red,B,45553
192-g-3340,19 Jul,GALWAY,Opel : Corsa,,Hatchback,RED,1,22942
XXX-X-1671,2019-01-10,Limerick,BMW : 3 Series (Saloon),,,white,b,41153
XXX-X-1417,2020-02-11,Cork,Opel : Insignia (Hatchback),,,red,b,30595
201-w-3294,11 Feb,WATERFORD,Mazda : CX-30,,SUV,WHITE,2,35784
202-L-2253,2020-Jul-14,Limerick,audi,q3 : suv,,<colour>Silver</colour>,B,51690
XXX-X-1627,2020-02-14,Dublin,Toyota : Rav4 (SUV),,,red,b,40731
